EXAMIN_DE,COUNTRY_CD,MUSIC_NM,KWRD_NM,KWRD_FQ_CO,FILE_NM,BASE_DE
2017,au,icy,kpop,3
2017,au,icy,sbspopasia,3
2017,au,icy,jaypark,2
2017,au,icy,bestlooki,1
2017,au,MIC Drop,youtube,11
2017,au,MIC Drop,bts,11
2017,au,MIC Drop,bangtan,3
2017,au,MIC Drop,hoseok,2
2017,au,monster,bts,6
2017,au,monster,gdragon,2
2017,au,monster,taeyeon,2
2017,au,monster,youtube,2
2017,au,monster,astro,2
2017,au,monster,fans,2
2017,au,never ever,youtube,9
2017,au,never ever,reaction,3
2017,au,never ever,song,2
2017,au,whistle,youtube,4
2017,au,whistle,blackpink,4
2017,au,whistle,bts,3
2017,au,whistle,songs,2
2017,au,whistle,fan,2
2017,au,whistle,kpop,2
2017,au,whistle,reaction,2
2017,au,whistle,btstwt,1
2017,gb,bad boy,bts,2
2017,gb,growl,youtube,2
2017,gb,growl,exo,1
2017,gb,icy,bts,4
2017,gb,icy,youtube,2
2017,gb,icy,music,1
2017,gb,MIC Drop,bts,33
2017,gb,MIC Drop,youtube,33
2017,gb,MIC Drop,comeback,5
2017,gb,monster,youtube,39
2017,gb,monster,bts,28
2017,gb,monster,exo,11
2017,gb,monster,melon,7
2017,gb,monster,interview,6
2017,gb,monster,jackson,5
2017,gb,monster,reaction,5
2017,gb,never ever,youtube,8
2017,gb,never ever,jackson,6
2017,gb,never ever,song,2
2017,gb,really really,youtube,6
2017,gb,really really,exo,5
2017,gb,really really,jackson,4
2017,gb,really really,btstwt,3
2017,gb,really really,awards,3
2017,gb,really really,melon,3
2017,gb,really really,music,3
2017,gb,whistle,youtube,10
2017,gb,whistle,blackpink,6
2017,gb,whistle,bts,2
2017,id,bad boy,youtube,2
2017,id,bad boy,bts,1
2017,id,bad boy,jungkook,1
2017,id,bad boy,mbc,1
2017,id,growl,exo,4
2017,id,growl,parkkayeol,2
2017,id,growl,music,2
2017,id,lullaby,bts,28
2017,id,lullaby,jungkook,28
2017,id,lullaby,lullaby,14
2017,id,MIC Drop,youtube,137
2017,id,MIC Drop,bts,110
2017,id,MIC Drop,bangtan,10
2017,id,MIC Drop,reaction,9
2017,id,MIC Drop,teaser,8
2017,id,monster,bts,290
2017,id,monster,youtube,32
2017,id,never ever,youtube,33
2017,id,never ever,jackson,14
2017,id,never ever,teaser,6
2017,id,never ever,youngjae,4
2017,id,really really,bts,71
2017,id,really really,hiphop,16
2017,id,whistle,youtube,28
2017,id,whistle,blackpink,23
2017,id,whistle,blackpinks,4
2017,us,bad boy,youtube,2
2017,us,bad boy,bts,1
2017,us,bad boy,suga,1
2017,us,daydream,youtube,4
2017,us,daydream,bts,4
2017,us,daydream,jackson,2
2017,us,growl,exo,7
2017,us,growl,kpop,6
2017,us,growl,bts,2
