COLCT_DE,COUNTRY_CD,CHNNEL_NM,Community_KEY_W,KWRD_FQ_CO,FILE_NM,BASE_DE
2017-01,gb,community,kpop,187
2017-01,gb,community,youtube,9
2017-01,gb,community,bts,7
2017-01,gb,community,amp,5
2017-01,gb,community,albums,3
2017-01,gb,community,music,3
2017-01,gb,community,bigbang,2
2017-01,gb,community,idols,2
2017-01,gb,community,jackson,2
2017-02,gb,community,kpop,87
2017-02,gb,community,youtube,20
2017-02,gb,community,bts,13
2017-02,gb,community,blackpink,4
2017-02,gb,community,amp,3
2017-02,gb,community,jackson,3
2017-03,gb,community,kpop,38
2017-03,gb,community,youtube,16
2017-03,gb,community,song,5
2017-03,gb,community,bts,4
2017-03,gb,community,idols,4
2017-03,gb,community,bambam,3
2017-03,gb,community,idol,3
2017-03,gb,community,jackson,3
2017-03,gb,community,songs,3
2017-04,gb,community,kpop,40
2017-04,gb,community,youtube,14
2017-04,gb,community,bts,5
2017-04,gb,community,song,4
2017-04,gb,community,asmr,3
2017-04,gb,community,korean,3
2017-04,gb,community,btstwt,2
2017-04,gb,community,sons,2
2017-05,gb,community,kpop,66
2017-05,gb,community,bts,12
2017-05,gb,community,fan,6
2017-05,gb,community,youtube,6
2017-05,gb,community,armys,4
2017-05,gb,community,fans,4
2017-05,gb,community,song,4
2017-05,gb,community,album,3
2017-05,gb,community,amp,3
2017-05,gb,community,award,3
2017-05,gb,community,exo,3
2017-05,gb,community,idols,3
2017-06,gb,community,kpop,102
2017-06,gb,community,youtube,31
2017-06,gb,community,korean,12
2017-06,gb,community,fans,8
2017-06,gb,community,jackson,8
2017-06,gb,community,ailee,4
2017-06,gb,community,amp,4
2017-06,gb,community,bts,4
2017-06,gb,community,songs,4
2017-07,gb,community,kpop,69
2017-07,gb,community,youtube,18
2017-07,gb,community,amp,6
2017-07,gb,community,bts,5
2017-07,gb,community,song,4
2017-07,gb,community,twitter,4
2017-07,gb,community,songs,3
2017-07,gb,community,artists,2
2017-07,gb,community,billboards,2
2017-08,gb,community,kpop,82
2017-08,gb,community,youtube,17
2017-08,gb,community,bts,8
2017-08,gb,community,jackson,8
2017-08,gb,community,songs,8
2017-08,gb,community,music,7
2017-08,gb,community,amp,5
2017-08,gb,community,exo,5
2017-08,gb,community,fans,5
2017-09,gb,community,kpop,87
2017-09,gb,community,youtube,18
2017-09,gb,community,bts,16
2017-09,gb,community,amp,4
2017-09,gb,community,jackson,4
2017-09,gb,community,jongins,4
2017-09,gb,community,psy,4
2017-09,gb,community,fans,3
2017-10,gb,community,kpop,75
2017-10,gb,community,youtube,21
2017-10,gb,community,bts,12
2017-10,gb,community,amp,9
2017-10,gb,community,exo,8
2017-10,gb,community,btstwt,6
2017-10,gb,community,idols,6
2017-10,gb,community,jackson,6
2017-10,gb,community,songs,4
2017-10,gb,community,twice,4
2017-11,gb,community,kpop,104
2017-11,gb,community,jackson,17
2017-11,gb,community,bts,14
2017-11,gb,community,youtube,13
2017-11,gb,community,fan,11
2017-11,gb,community,amp,10
2017-11,gb,community,fans,9
2017-11,gb,community,btstwt,5
2017-11,gb,community,exo,5
2017-11,gb,community,songs,4
2017-12,gb,community,kpop,129
2017-12,gb,community,youtube,41
2017-12,gb,community,bts,21
2017-12,gb,community,song,16
2017-12,gb,community,amp,11
2017-12,gb,community,exo,7
2017-12,gb,community,idols,6
2017-12,gb,community,fans,5
2017-12,gb,community,jonghyun,5
2018-01,gb,community,kpop,145
2018-01,gb,community,youtube,60
2018-01,gb,community,bts,19
2018-01,gb,community,amp,10
2018-01,gb,community,jackson,9
2018-01,gb,community,songs,9
2018-01,gb,community,music,7
2018-01,gb,community,btstwt,6
2018-01,gb,community,exo,6
2018-01,gb,community,fan,5
2018-01,gb,community,fandom,5
2018-01,gb,community,idol,5
2018-02,gb,community,kpop,154
2018-02,gb,community,youtube,36
2018-02,gb,community,amp,17
2018-02,gb,community,exo,14
2018-02,gb,community,bts,12
2018-02,gb,community,idol,10
2018-02,gb,community,song,9
2018-02,gb,community,music,5
2018-02,gb,community,drama,4
2018-02,gb,community,korea,4
2018-03,gb,community,kpop,118
2018-03,gb,community,youtube,51
2018-03,gb,community,amp,10
2018-03,gb,community,songs,9
2018-03,gb,community,bts,7
2018-03,gb,community,music,6
2018-03,gb,community,song,6
2018-03,gb,community,nct,5
2018-03,gb,community,blackpink,4
2018-03,gb,community,fandoms,4
2018-04,gb,community,kpop,109
2018-04,gb,community,bts,29
2018-04,gb,community,youtube,25
2018-04,gb,community,amp,17
2018-04,gb,community,btstwt,10
2018-04,gb,community,fans,6
2018-04,gb,community,idol,6
2018-04,gb,community,nct,6
2018-04,gb,community,song,6
2018-04,gb,community,twice,5
2018-05,gb,community,kpop,160
2018-05,gb,community,youtube,51
2018-05,gb,community,bts,21
2018-05,gb,community,amp,16
2018-05,gb,community,song,7
2018-05,gb,community,btstwt,6
2018-05,gb,community,jackson,6
2018-05,gb,community,fans,5
2018-06,gb,community,kpop,136
2018-06,gb,community,youtube,33
2018-06,gb,community,bts,17
2018-06,gb,community,fans,16
2018-06,gb,community,idols,8
2018-06,gb,community,amp,7
2018-06,gb,community,jackson,5
2018-06,gb,community,music,4
2018-07,gb,community,kpop,152
2018-07,gb,community,youtube,53
2018-07,gb,community,bts,16
2018-07,gb,community,amp,13
2018-07,gb,community,music,11
2018-07,gb,community,fans,8
2018-07,gb,community,songs,8
2018-07,gb,community,exo,6
2018-07,gb,community,idols,5
2018-07,gb,community,jackson,5
2018-08,gb,community,kpop,119
2018-08,gb,community,bts,26
2018-08,gb,community,youtube,21
2018-08,gb,community,exo,8
2018-08,gb,community,fans,8
2018-08,gb,community,music,8
2018-08,gb,community,korean,4
2018-08,gb,community,tiffany,4
2018-09,gb,community,kpop,154
2018-09,gb,community,youtube,29
2018-09,gb,community,bts,25
2018-09,gb,community,amp,13
2018-09,gb,community,idols,12
2018-09,gb,community,music,9
2018-09,gb,community,bangtan,8
2018-09,gb,community,idol,6
2018-10,gb,community,kpop,102
2018-10,gb,community,youtube,21
2018-10,gb,community,bts,14
2018-10,gb,community,fans,12
2018-10,gb,community,music,9
2018-10,gb,community,army,7
2018-10,gb,community,idols,6
2018-10,gb,community,armys,4
2018-10,gb,community,btstwt,4
2018-10,gb,community,fan,4
2018-10,gb,community,jennie,4
2018-10,gb,community,twice,4
2018-11,gb,community,kpop,114
2018-11,gb,community,youtube,29
2018-11,gb,community,bts,15
2018-11,gb,community,twitter,10
2018-11,gb,community,song,8
2018-11,gb,community,songs,8
2018-11,gb,community,amp,7
2018-11,gb,community,fan,6
2018-11,gb,community,jackson,6
2018-11,gb,community,music,6
2018-11,gb,community,btstwt,4
2018-11,gb,community,exo,4
2018-12,gb,community,kpop,152
2018-12,gb,community,youtube,24
2018-12,gb,community,bts,13
2018-12,gb,community,amp,10
2018-12,gb,community,fan,10
2018-12,gb,community,music,9
2018-12,gb,community,songs,8
2018-12,gb,community,fans,7
2018-12,gb,community,army,5
2018-12,gb,community,exo,5
2018-12,gb,community,idols,5
2019-01,gb,community,kpop,119
2019-01,gb,community,youtube,36
2019-01,gb,community,songs,10
2019-01,gb,community,fan,5
2019-01,gb,community,fans,5
2019-02,gb,community,kpop,103
2019-02,gb,community,bts,12
2019-02,gb,community,idols,11
2019-02,gb,community,jackson,6
2019-03,gb,community,kpop,128
2019-03,gb,community,bts,13
2019-03,gb,community,music,8
2019-03,gb,community,song,8
2019-03,gb,community,idol,7
2019-03,gb,community,taehyung,5
2019-04,gb,community,kpop,100
2019-04,gb,community,bts,17
2019-04,gb,community,fan,7
2019-04,gb,community,twice,7
2019-04,gb,community,fans,4
2019-05,gb,community,kpop,52
2019-05,gb,community,fan,6
2019-05,gb,community,song,6
2019-05,gb,community,bts,5
2019-05,gb,community,artists,2
2019-05,gb,community,songs,2
2019-06,gb,community,kpop,48
2019-06,gb,community,song,5
2019-07,gb,community,kpop,206
2019-07,gb,community,music,65
2019-07,gb,community,artist,64
2019-07,gb,community,idol,17
2019-07,gb,community,bts,16
2019-08,gb,community,kpop,257
2019-08,gb,community,twitter,21
2019-08,gb,community,bts,19
2019-08,gb,community,fans,19
2019-08,gb,community,astro,17
2019-08,gb,community,music,16
2019-08,gb,community,mbc,12
2019-09,gb,community,kpop,136
2019-09,gb,community,artists,29
2019-09,gb,community,itunes,12
2019-09,gb,community,twitter,5
2019-10,gb,community,kpop,77
2019-10,gb,community,itunes,19
2019-10,gb,community,albums,5
2019-10,gb,community,song,5
2019-10,gb,community,bts,3
2019-10,gb,community,fans,3
2019-10,gb,community,twitter,3
2019-10,gb,community,songs,2
2019-10,gb,community,zico,2
2019-11,gb,community,kpop,245
2019-11,gb,community,itunes,20
2019-11,gb,community,fans,15
2019-11,gb,community,albums,14
2019-11,gb,community,youtube,13
2019-11,gb,community,fan,10
2019-11,gb,community,twitter,9
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
