COUNTRY_NM,COUNTRY_RANK_NM,ALL_TOTAL_CO,MALE_RATE,FEMALE_RATE,ALL_N10S_RATE,ALL_N20S_RATE,ALL_N30S_RATE,ALL_N40S_RATE,ALL_N50S_RATE,EXAMIN_COUNTRY_NM,REPRT_YEAR_CN,CNTNTS_URL
"중국","6순위","15","12.40000","17.40000","19.20000","18.50000","16.10000","3.60000","0.00000","이탈리아","2023","출판물"
"독일","7순위","13","13.30000","11.90000","9.60000","10.80000","12.50000","17.90000","23.10000","이탈리아","2023","출판물"
"인도","8순위","10","11.40000","8.30000","15.40000","12.30000","5.40000","3.60000","7.70000","이탈리아","2023","출판물"
"브라질","9순위","8","10.50000","5.50000","5.80000","6.20000","8.90000","10.70000","15.40000","이탈리아","2023","출판물"
"기타","10순위","0","1.00000","0.00000","0.00000","0.00000","1.80000","0.00000","0.00000","이탈리아","2023","출판물"
"일본","1순위","56","61.60000","50.60000","47.50000","56.90000","48.80000","74.10000","71.40000","이탈리아","2023","웹툰"
"한국","2순위","51","48.80000","53.90000","55.00000","48.30000","60.50000","44.40000","28.60000","이탈리아","2023","웹툰"
"미국","3순위","46","51.20000","40.40000","37.50000","44.80000","44.20000","55.60000","71.40000","이탈리아","2023","웹툰"
"중국","4순위","23","19.80000","25.80000","30.00000","25.90000","20.90000","7.40000","28.60000","이탈리아","2023","웹툰"
"영국","5순위","21","15.10000","27.00000","20.00000","19.00000","23.30000","22.20000","28.60000","이탈리아","2023","웹툰"
"프랑스","6순위","13","10.50000","15.70000","0.00000","19.00000","14.00000","18.50000","14.30000","이탈리아","2023","웹툰"
"독일","7순위","11","14.00000","9.00000","12.50000","13.80000","11.60000","3.70000","14.30000","이탈리아","2023","웹툰"
"브라질","8순위","11","8.10000","13.50000","5.00000","13.80000","11.60000","11.10000","14.30000","이탈리아","2023","웹툰"
"인도","9순위","10","11.60000","7.90000","17.50000","8.60000","11.60000","0.00000","0.00000","이탈리아","2023","웹툰"
"기타","10순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","이탈리아","2023","웹툰"
"미국","1순위","69","68.90000","68.30000","67.00000","61.90000","73.10000","75.80000","69.70000","이탈리아","2023","게임"
"일본","2순위","66","71.00000","57.80000","66.10000","52.40000","68.80000","75.80000","78.80000","이탈리아","2023","게임"
"한국","3순위","31","34.00000","27.30000","28.40000","29.50000","30.10000","33.90000","45.50000","이탈리아","2023","게임"
"영국","4순위","29","28.20000","29.80000","26.60000","33.30000","28.00000","25.80000","30.30000","이탈리아","2023","게임"
"중국","5순위","27","25.70000","28.60000","28.40000","33.30000","20.40000","25.80000","21.20000","이탈리아","2023","게임"
"독일","6순위","10","10.00000","11.20000","10.10000","18.10000","7.50000","3.20000","9.10000","이탈리아","2023","게임"
"프랑스","7순위","10","8.70000","11.80000","10.10000","14.30000","8.60000","6.50000","6.10000","이탈리아","2023","게임"
"폴란드","8순위","7","7.10000","6.20000","3.70000","13.30000","7.50000","1.60000","3.00000","이탈리아","2023","게임"
"기타","9순위","0","0.40000","0.00000","0.90000","0.00000","0.00000","0.00000","0.00000","이탈리아","2023","게임"
"미국","1순위","61","63.90000","59.50000","57.70000","63.00000","67.10000","57.70000","55.00000","이탈리아","2023","패션"
"영국","2순위","40","47.10000","34.70000","33.80000","34.20000","48.70000","50.00000","20.00000","이탈리아","2023","패션"
"프랑스","3순위","39","40.30000","38.70000","39.40000","34.20000","38.20000","38.50000","65.00000","이탈리아","2023","패션"
"중국","4순위","32","26.90000","35.80000","23.90000","34.20000","28.90000","36.50000","55.00000","이탈리아","2023","패션"
"스페인","5순위","25","20.20000","28.90000","23.90000","27.40000","19.70000","32.70000","25.00000","이탈리아","2023","패션"
"한국","6순위","24","26.10000","22.50000","23.90000","28.80000","21.10000","21.20000","25.00000","이탈리아","2023","패션"
"일본","7순위","21","24.40000","18.50000","26.80000","21.90000","19.70000","17.30000","10.00000","이탈리아","2023","패션"
"독일","8순위","12","12.60000","12.10000","14.10000","12.30000","11.80000","13.50000","5.00000","이탈리아","2023","패션"
"기타","9순위","0","0.00000","0.60000","0.00000","0.00000","1.30000","0.00000","0.00000","이탈리아","2023","패션"
"프랑스","1순위","55","65.60000","51.80000","49.10000","49.40000","54.90000","65.90000","70.60000","이탈리아","2023","뷰티"
"미국","2순위","53","49.20000","54.10000","52.80000","54.00000","52.40000","50.00000","58.80000","이탈리아","2023","뷰티"
"영국","3순위","36","32.80000","36.50000","32.10000","32.20000","43.90000","34.10000","29.40000","이탈리아","2023","뷰티"
"한국","4순위","34","32.80000","34.70000","37.70000","33.30000","35.40000","34.10000","23.50000","이탈리아","2023","뷰티"
"일본","5순위","31","23.00000","32.90000","30.20000","34.50000","29.30000","27.30000","29.40000","이탈리아","2023","뷰티"
"중국","6순위","23","16.40000","24.30000","24.50000","26.40000","15.90000","25.00000","23.50000","이탈리아","2023","뷰티"
"독일","7순위","21","31.10000","18.00000","18.90000","16.10000","20.70000","31.80000","23.50000","이탈리아","2023","뷰티"
"기타","8순위","0","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","0.00000","이탈리아","2023","뷰티"
"일본","1순위","61","58.20000","64.40000","62.10000","54.50000","67.30000","68.90000","50.00000","이탈리아","2023","음식"
"미국","2순위","50","49.30000","50.50000","46.00000","55.40000","49.00000","54.10000","38.60000","이탈리아","2023","음식"
"중국","3순위","46","43.20000","48.60000","43.70000","35.70000","51.90000","51.40000","52.30000","이탈리아","2023","음식"
"인도","4순위","20","20.20000","19.70000","18.40000","19.60000","19.20000","18.90000","27.30000","이탈리아","2023","음식"
"프랑스","5순위","20","20.20000","19.20000","16.10000","17.00000","16.30000","24.30000","34.10000","이탈리아","2023","음식"
"태국","6순위","19","20.70000","17.80000","16.10000","25.00000","20.20000","17.60000","11.40000","이탈리아","2023","음식"
"한국","7순위","17","22.10000","12.50000","16.10000","20.50000","11.50000","20.30000","20.50000","이탈리아","2023","음식"
"터키","8순위","12","10.30000","13.50000","12.60000","14.30000","13.50000","6.80000","9.10000","이탈리아","2023","음식"
"브라질","9순위","6","5.60000","5.30000","8.00000","7.10000","4.80000","1.40000","4.50000","이탈리아","2023","음식"
"베트남","10순위","5","6.60000","3.40000","3.40000","6.30000","5.80000","2.70000","6.80000","이탈리아","2023","음식"
"기타","11순위","2","2.80000","0.50000","3.40000","0.90000","0.00000","0.00000","6.80000","이탈리아","2023","음식"
"미국","1순위","63","63.60000","61.90000","69.10000","48.10000","67.10000","73.00000","69.20000","스페인","2023","드라마"
"한국","2순위","53","47.90000","56.80000","60.00000","55.70000","44.70000","56.80000","38.50000","스페인","2023","드라마"
"영국","3순위","30","37.20000","23.00000","18.20000","25.30000","39.50000","32.40000","38.50000","스페인","2023","드라마"
"일본","4순위","22","16.50000","27.30000","27.30000","24.10000","25.00000","10.80000","7.70000","스페인","2023","드라마"
"프랑스","5순위","18","23.10000","12.90000","18.20000","16.50000","18.40000","16.20000","23.10000","스페인","2023","드라마"
"이탈리아","6순위","13","12.40000","13.70000","12.70000","16.50000","11.80000","8.10000","15.40000","스페인","2023","드라마"
"중국","7순위","11","8.30000","13.70000","9.10000","19.00000","9.20000","5.40000","0.00000","스페인","2023","드라마"
"독일","8순위","11","13.20000","8.60000","5.50000","11.40000","17.10000","8.10000","0.00000","스페인","2023","드라마"
"브라질","9순위","10","11.60000","8.60000","10.90000","7.60000","9.20000","13.50000","15.40000","스페인","2023","드라마"
"인도","10순위","8","7.40000","8.60000","7.30000","8.90000","5.30000","8.10000","23.10000","스페인","2023","드라마"
"기타","11순위","16","16.50000","15.80000","12.70000","19.00000","9.20000","24.30000","30.80000","스페인","2023","드라마"
"미국","1순위","52","51.40000","52.30000","52.00000","44.90000","60.70000","48.40000","60.00000","스페인","2023","예능"
"한국","2순위","44","45.70000","42.30000","50.00000","42.00000","37.50000","41.90000","70.00000","스페인","2023","예능"
"영국","3순위","31","34.30000","27.90000","32.00000","27.50000","39.30000","19.40000","40.00000","스페인","2023","예능"
"일본","4순위","31","30.50000","31.50000","36.00000","33.30000","30.40000","22.60000","20.00000","스페인","2023","예능"
"이탈리아","5순위","21","19.00000","23.40000","20.00000","18.80000","23.20000","25.80000","20.00000","스페인","2023","예능"
"중국","6순위","20","17.10000","22.50000","18.00000","26.10000","14.30000","16.10000","30.00000","스페인","2023","예능"
"프랑스","7순위","18","18.10000","18.90000","8.00000","21.70000","21.40000","25.80000","10.00000","스페인","2023","예능"
"브라질","8순위","14","13.30000","14.40000","6.00000","18.80000","14.30000","19.40000","0.00000","스페인","2023","예능"
"독일","9순위","13","13.30000","12.60000","16.00000","11.60000","14.30000","12.90000","0.00000","스페인","2023","예능"
"인도","10순위","10","8.60000","11.70000","10.00000","8.70000","14.30000","9.70000","0.00000","스페인","2023","예능"
"기타","11순위","2","1.00000","2.70000","0.00000","2.90000","1.80000","3.20000","0.00000","스페인","2023","예능"
"미국","1순위","84","84.80000","82.80000","86.00000","72.00000","87.00000","87.00000","95.80000","스페인","2023","영화"
"영국","2순위","48","47.70000","49.30000","47.30000","45.80000","44.70000","51.90000","60.40000","스페인","2023","영화"
"프랑스","3순위","36","42.60000","26.60000","30.10000","29.70000","34.10000","40.30000","56.30000","스페인","2023","영화"
"한국","4순위","29","22.70000","36.50000","33.30000","34.70000","22.80000","29.90000","18.80000","스페인","2023","영화"
"이탈리아","5순위","18","19.50000","15.30000","15.10000","17.80000","20.30000","14.30000","20.80000","스페인","2023","영화"
"일본","6순위","16","14.50000","18.20000","20.40000","16.90000","19.50000","13.00000","2.10000","스페인","2023","영화"
"독일","7순위","12","11.70000","11.30000","11.80000","10.20000","13.00000","13.00000","8.30000","스페인","2023","영화"
"중국","8순위","10","8.60000","10.80000","7.50000","14.40000","8.90000","7.80000","6.30000","스페인","2023","영화"
"인도","9순위","7","6.30000","8.90000","8.60000","10.20000","6.50000","2.60000","8.30000","스페인","2023","영화"
"브라질","10순위","3","2.30000","3.00000","2.20000","3.40000","4.10000","1.30000","0.00000","스페인","2023","영화"
"기타","11순위","2","1.20000","2.00000","3.20000","0.80000","0.80000","1.30000","2.10000","스페인","2023","영화"
"미국","1순위","85","84.50000","85.20000","84.20000","77.60000","89.90000","87.30000","93.80000","스페인","2023","음악"
"영국","2순위","63","67.10000","59.30000","60.50000","47.40000","71.70000","74.50000","84.40000","스페인","2023","음악"
"한국","3순위","25","19.80000","30.10000","28.10000","28.40000","23.20000","21.80000","12.50000","스페인","2023","음악"
"이탈리아","4순위","23","27.10000","18.20000","17.50000","20.70000","22.20000","32.70000","31.30000","스페인","2023","음악"
"프랑스","5순위","20","23.70000","15.30000","15.80000","25.00000","18.20000","20.00000","15.60000","스페인","2023","음악"
"일본","6순위","11","8.70000","12.90000","15.80000","14.70000","7.10000","3.60000","3.10000","스페인","2023","음악"
"독일","7순위","5","5.80000","3.80000","4.40000","6.00000","7.10000","1.80000","0.00000","스페인","2023","음악"
"중국","8순위","4","2.40000","5.70000","2.60000","6.00000","5.10000","3.60000","0.00000","스페인","2023","음악"
"기타","9순위","5","5.80000","4.80000","6.10000","5.20000","4.00000","3.60000","9.40000","스페인","2023","음악"
"미국","1순위","58","58.80000","57.90000","59.80000","49.50000","60.80000","56.60000","80.00000","스페인","2023","애니메이션"
"일본","2순위","58","60.30000","55.30000","57.80000","51.40000","58.80000","62.30000","70.00000","스페인","2023","애니메이션"
"한국","3순위","37","35.10000","38.10000","39.20000","31.20000","39.20000","39.60000","33.30000","스페인","2023","애니메이션"
"중국","4순위","25","19.60000","31.00000","20.60000","28.40000","29.90000","24.50000","16.70000","스페인","2023","애니메이션"
"영국","5순위","22","21.60000","22.80000","23.50000","22.90000","21.60000","22.60000","16.70000","스페인","2023","애니메이션"
"프랑스","6순위","11","12.90000","9.60000","16.70000","10.10000","8.20000","11.30000","6.70000","스페인","2023","애니메이션"
"독일","7순위","7","7.70000","7.10000","6.90000","15.60000","4.10000","0.00000","3.30000","스페인","2023","애니메이션"
"이탈리아","8순위","7","7.20000","7.60000","2.90000","11.90000","4.10000","15.10000","3.30000","스페인","2023","애니메이션"
"브라질","9순위","5","5.20000","4.10000","4.90000","7.30000","5.20000","0.00000","0.00000","스페인","2023","애니메이션"
"인도","10순위","4","4.60000","4.10000","4.90000","5.50000","2.10000","3.80000","6.70000","스페인","2023","애니메이션"
"기타","11순위","1","0.50000","2.00000","2.00000","0.00000","1.00000","1.90000","3.30000","스페인","2023","애니메이션"
"미국","1순위","51","51.80000","50.90000","55.20000","44.20000","57.60000","39.10000","72.70000","스페인","2023","출판물"
"영국","2순위","36","36.80000","35.10000","36.20000","36.40000","39.00000","21.70000","45.50000","스페인","2023","출판물"
"일본","3순위","35","31.60000","37.70000","48.30000","28.60000","33.90000","26.10000","27.30000","스페인","2023","출판물"
"한국","4순위","33","29.80000","36.00000","32.80000","27.30000","35.60000","43.50000","36.40000","스페인","2023","출판물"
