"kf_id","kf_genre","kf_start_of_week","kf_keyword","kf_sentiment","kf_frequency","kf_post_continent","kf_genre_code","kf_post_continent_code"
"642501","webtoon","2023-09-18","true beauty","1","1","North America","2","3"
"642502","webtoon","2023-09-18","lookism","1","2","North America","2","3"
"642503","webtoon","2023-09-18","mangadex","0","2","North America","2","3"
"642504","webtoon","2023-09-18","tappytoon","1","2","North America","2","3"
"642505","webtoon","2023-09-18","true beauty","-1","2","North America","2","3"
"642506","webtoon","2023-09-18","true beauty","0","2","North America","2","3"
"642507","webtoon","2023-09-25","lookism","0","1","North America","2","3"
"642508","webtoon","2023-09-25","mangadex","-1","1","North America","2","3"
"642509","webtoon","2023-09-25","mangadex","1","1","North America","2","3"
"642510","webtoon","2023-09-25","return of the blossoming blade","-1","1","North America","2","3"
"642511","webtoon","2023-09-25","return of the blossoming blade","0","1","North America","2","3"
"642512","webtoon","2023-09-25","return of the blossoming blade","1","1","North America","2","3"
"642513","webtoon","2023-09-25","tappytoon","-1","1","North America","2","3"
"642514","webtoon","2023-09-25","tappytoon","0","1","North America","2","3"
"642515","webtoon","2023-09-25","true beauty","0","1","North America","2","3"
"642516","webtoon","2023-09-25","mangadex","0","2","North America","2","3"
"642517","webtoon","2023-09-25","tappytoon","1","2","North America","2","3"
"642518","webtoon","2023-09-25","true beauty","1","2","North America","2","3"
"642519","webtoon","2023-09-25","lookism","-1","3","North America","2","3"
"642520","webtoon","2023-09-25","lookism","1","3","North America","2","3"
"642521","webtoon","2023-09-25","true beauty","-1","6","North America","2","3"
"642522","webtoon","2023-10-02","lookism","-1","1","North America","2","3"
"642523","webtoon","2023-10-02","lookism","0","1","North America","2","3"
"642524","webtoon","2023-10-02","mangadex","-1","1","North America","2","3"
"642525","webtoon","2023-10-02","mangadex","1","1","North America","2","3"
"642526","webtoon","2023-10-02","return of the blossoming blade","-1","1","North America","2","3"
"642527","webtoon","2023-10-02","return of the blossoming blade","0","1","North America","2","3"
"642528","webtoon","2023-10-02","tappytoon","-1","1","North America","2","3"
"642529","webtoon","2023-10-02","tappytoon","0","1","North America","2","3"
"642530","webtoon","2023-10-02","true beauty","0","1","North America","2","3"
"642531","webtoon","2023-10-02","lookism","1","2","North America","2","3"
"642532","webtoon","2023-10-02","mangadex","0","2","North America","2","3"
"642533","webtoon","2023-10-02","return of the blossoming blade","1","2","North America","2","3"
"642534","webtoon","2023-10-02","tappytoon","1","2","North America","2","3"
"642535","webtoon","2023-10-02","true beauty","1","2","North America","2","3"
"642536","webtoon","2023-10-02","true beauty","-1","6","North America","2","3"
"642537","webtoon","2023-10-09","lookism","-1","1","North America","2","3"
"642538","webtoon","2023-10-09","lookism","1","1","North America","2","3"
"642539","webtoon","2023-10-09","mangadex","-1","1","North America","2","3"
"642540","webtoon","2023-10-09","mangadex","1","1","North America","2","3"
"642541","webtoon","2023-10-09","return of the blossoming blade","-1","1","North America","2","3"
"642542","webtoon","2023-10-09","return of the blossoming blade","0","1","North America","2","3"
"642543","webtoon","2023-10-09","return of the blossoming blade","1","1","North America","2","3"
"642544","webtoon","2023-10-09","tappytoon","-1","1","North America","2","3"
"642545","webtoon","2023-10-09","tappytoon","0","1","North America","2","3"
"642546","webtoon","2023-10-09","true beauty","-1","1","North America","2","3"
"642547","webtoon","2023-10-09","lookism","0","2","North America","2","3"
"642548","webtoon","2023-10-09","mangadex","0","2","North America","2","3"
"642549","webtoon","2023-10-09","tappytoon","1","2","North America","2","3"
"642550","webtoon","2023-10-09","true beauty","0","2","North America","2","3"
"642551","webtoon","2023-10-09","true beauty","1","2","North America","2","3"
"642552","webtoon","2023-10-16","lookism","-1","1","North America","2","3"
"642553","webtoon","2023-10-16","lookism","0","1","North America","2","3"
"642554","webtoon","2023-10-16","lookism","1","1","North America","2","3"
"642555","webtoon","2023-10-16","mangadex","-1","1","North America","2","3"
"642556","webtoon","2023-10-16","mangadex","1","1","North America","2","3"
"642557","webtoon","2023-10-16","return of the blossoming blade","-1","1","North America","2","3"
"642558","webtoon","2023-10-16","return of the blossoming blade","0","1","North America","2","3"
"642559","webtoon","2023-10-16","return of the blossoming blade","1","1","North America","2","3"
"642560","webtoon","2023-10-16","tappytoon","-1","1","North America","2","3"
"642561","webtoon","2023-10-16","tappytoon","0","1","North America","2","3"
"642562","webtoon","2023-10-16","mangadex","0","2","North America","2","3"
"642563","webtoon","2023-10-16","tappytoon","1","2","North America","2","3"
"642564","webtoon","2023-10-16","true beauty","-1","2","North America","2","3"
"642565","webtoon","2023-10-16","true beauty","0","2","North America","2","3"
"642566","webtoon","2023-10-16","true beauty","1","2","North America","2","3"
"642567","webtoon","2023-10-23","lookism","-1","1","North America","2","3"
"642568","webtoon","2023-10-23","lookism","0","1","North America","2","3"
"642569","webtoon","2023-10-23","lookism","1","1","North America","2","3"
"642570","webtoon","2023-10-23","mangadex","-1","1","North America","2","3"
"642571","webtoon","2023-10-23","mangadex","1","1","North America","2","3"
"642572","webtoon","2023-10-23","return of the blossoming blade","-1","1","North America","2","3"
"642573","webtoon","2023-10-23","return of the blossoming blade","0","1","North America","2","3"
"642574","webtoon","2023-10-23","return of the blossoming blade","1","1","North America","2","3"
"642575","webtoon","2023-10-23","tappytoon","-1","1","North America","2","3"
"642576","webtoon","2023-10-23","tappytoon","0","1","North America","2","3"
"642577","webtoon","2023-10-23","true beauty","-1","1","North America","2","3"
"642578","webtoon","2023-10-23","mangadex","0","2","North America","2","3"
"642579","webtoon","2023-10-23","tappytoon","1","2","North America","2","3"
"642580","webtoon","2023-10-23","true beauty","0","2","North America","2","3"
"642581","webtoon","2023-10-23","true beauty","1","2","North America","2","3"
"642582","webtoon","2023-10-30","lookism","-1","1","North America","2","3"
"642583","webtoon","2023-10-30","lookism","1","1","North America","2","3"
"642584","webtoon","2023-10-30","mangadex","-1","1","North America","2","3"
"642585","webtoon","2023-10-30","mangadex","1","1","North America","2","3"
"642586","webtoon","2023-10-30","return of the blossoming blade","-1","1","North America","2","3"
"642587","webtoon","2023-10-30","return of the blossoming blade","0","1","North America","2","3"
"642588","webtoon","2023-10-30","tappytoon","-1","1","North America","2","3"
"642589","webtoon","2023-10-30","tappytoon","0","1","North America","2","3"
"642590","webtoon","2023-10-30","true beauty","-1","1","North America","2","3"
"642591","webtoon","2023-10-30","mangadex","0","2","North America","2","3"
"642592","webtoon","2023-10-30","return of the blossoming blade","1","2","North America","2","3"
"642593","webtoon","2023-10-30","tappytoon","1","2","North America","2","3"
"642594","webtoon","2023-10-30","true beauty","0","2","North America","2","3"
"642595","webtoon","2023-10-30","true beauty","1","2","North America","2","3"
"642596","webtoon","2023-10-30","lookism","0","3","North America","2","3"
"642597","webtoon","2023-11-06","lookism","-1","1","North America","2","3"
"642598","webtoon","2023-11-06","lookism","1","1","North America","2","3"
"642599","webtoon","2023-11-06","mangadex","-1","1","North America","2","3"
"642600","webtoon","2023-11-06","mangadex","1","1","North America","2","3"
"642601","webtoon","2023-11-06","return of the blossoming blade","-1","1","North America","2","3"
"642602","webtoon","2023-11-06","tappytoon","-1","1","North America","2","3"
"642603","webtoon","2023-11-06","tappytoon","0","1","North America","2","3"
"642604","webtoon","2023-11-06","true beauty","-1","1","North America","2","3"
"642605","webtoon","2023-11-06","mangadex","0","2","North America","2","3"
"642606","webtoon","2023-11-06","return of the blossoming blade","0","2","North America","2","3"
"642607","webtoon","2023-11-06","return of the blossoming blade","1","2","North America","2","3"
"642608","webtoon","2023-11-06","tappytoon","1","2","North America","2","3"
"642609","webtoon","2023-11-06","true beauty","0","2","North America","2","3"
"642610","webtoon","2023-11-06","true beauty","1","2","North America","2","3"
"642611","webtoon","2023-11-06","lookism","0","3","North America","2","3"
"642612","webtoon","2023-11-13","lookism","-1","1","North America","2","3"
"642613","webtoon","2023-11-13","lookism","1","1","North America","2","3"
"642614","webtoon","2023-11-13","mangadex","-1","1","North America","2","3"
"642615","webtoon","2023-11-13","mangadex","1","1","North America","2","3"
"642616","webtoon","2023-11-13","return of the blossoming blade","-1","1","North America","2","3"
"642617","webtoon","2023-11-13","tappytoon","-1","1","North America","2","3"
"642618","webtoon","2023-11-13","tappytoon","0","1","North America","2","3"
"642619","webtoon","2023-11-13","true beauty","-1","1","North America","2","3"
"642620","webtoon","2023-11-13","true beauty","0","1","North America","2","3"
"642621","webtoon","2023-11-13","mangadex","0","2","North America","2","3"
"642622","webtoon","2023-11-13","return of the blossoming blade","0","2","North America","2","3"
"642623","webtoon","2023-11-13","return of the blossoming blade","1","2","North America","2","3"
"642624","webtoon","2023-11-13","tappytoon","1","2","North America","2","3"
"642625","webtoon","2023-11-13","true beauty","1","2","North America","2","3"
"642626","webtoon","2023-11-13","lookism","0","3","North America","2","3"
"642627","webtoon","2023-11-20","lookism","-1","1","North America","2","3"
"642628","webtoon","2023-11-20","lookism","1","1","North America","2","3"
"642629","webtoon","2023-11-20","mangadex","-1","1","North America","2","3"
"642630","webtoon","2023-11-20","mangadex","1","1","North America","2","3"
"642631","webtoon","2023-11-20","return of the blossoming blade","-1","1","North America","2","3"
"642632","webtoon","2023-11-20","tappytoon","-1","1","North America","2","3"
"642633","webtoon","2023-11-20","tappytoon","0","1","North America","2","3"
"642634","webtoon","2023-11-20","true beauty","-1","1","North America","2","3"
"642635","webtoon","2023-11-20","true beauty","0","1","North America","2","3"
"642636","webtoon","2023-11-20","mangadex","0","2","North America","2","3"
"642637","webtoon","2023-11-20","return of the blossoming blade","0","2","North America","2","3"
"642638","webtoon","2023-11-20","return of the blossoming blade","1","2","North America","2","3"
"642639","webtoon","2023-11-20","tappytoon","1","2","North America","2","3"
"642640","webtoon","2023-11-20","true beauty","1","2","North America","2","3"
"642641","webtoon","2023-11-20","lookism","0","3","North America","2","3"
"642642","webtoon","2023-11-27","lookism","-1","1","North America","2","3"
"642643","webtoon","2023-11-27","lookism","1","1","North America","2","3"
"642644","webtoon","2023-11-27","mangadex","-1","1","North America","2","3"
"642645","webtoon","2023-11-27","mangadex","1","1","North America","2","3"
"642646","webtoon","2023-11-27","return of the blossoming blade","-1","1","North America","2","3"
"642647","webtoon","2023-11-27","tappytoon","-1","1","North America","2","3"
"642648","webtoon","2023-11-27","tappytoon","0","1","North America","2","3"
"642649","webtoon","2023-11-27","true beauty","-1","1","North America","2","3"
"642650","webtoon","2023-11-27","true beauty","0","1","North America","2","3"
"642651","webtoon","2023-11-27","mangadex","0","2","North America","2","3"
"642652","webtoon","2023-11-27","return of the blossoming blade","0","2","North America","2","3"
"642653","webtoon","2023-11-27","return of the blossoming blade","1","2","North America","2","3"
"642654","webtoon","2023-11-27","tappytoon","1","2","North America","2","3"
"642655","webtoon","2023-11-27","true beauty","1","2","North America","2","3"
"642656","webtoon","2023-11-27","lookism","0","3","North America","2","3"
"642657","webtoon","2023-12-04","lookism","-1","1","North America","2","3"
"642658","webtoon","2023-12-04","lookism","1","1","North America","2","3"
"642659","webtoon","2023-12-04","mangadex","-1","1","North America","2","3"
"642660","webtoon","2023-12-04","mangadex","1","1","North America","2","3"
"642661","webtoon","2023-12-04","return of the blossoming blade","-1","1","North America","2","3"
"642662","webtoon","2023-12-04","tappytoon","-1","1","North America","2","3"
"642663","webtoon","2023-12-04","tappytoon","0","1","North America","2","3"
"642664","webtoon","2023-12-04","true beauty","-1","1","North America","2","3"
"642665","webtoon","2023-12-04","true beauty","0","1","North America","2","3"
"642666","webtoon","2023-12-04","mangadex","0","2","North America","2","3"
"642667","webtoon","2023-12-04","return of the blossoming blade","0","2","North America","2","3"
"642668","webtoon","2023-12-04","return of the blossoming blade","1","2","North America","2","3"
"642669","webtoon","2023-12-04","tappytoon","1","2","North America","2","3"
"642670","webtoon","2023-12-04","true beauty","1","2","North America","2","3"
"642671","webtoon","2023-12-04","lookism","0","3","North America","2","3"
"642672","webtoon","2023-12-11","lookism","-1","1","North America","2","3"
"642673","webtoon","2023-12-11","lookism","1","1","North America","2","3"
"642674","webtoon","2023-12-11","mangadex","-1","1","North America","2","3"
"642675","webtoon","2023-12-11","mangadex","1","1","North America","2","3"
"642676","webtoon","2023-12-11","return of the blossoming blade","-1","1","North America","2","3"
"642677","webtoon","2023-12-11","tappytoon","-1","1","North America","2","3"
"642678","webtoon","2023-12-11","tappytoon","0","1","North America","2","3"
"642679","webtoon","2023-12-11","true beauty","-1","1","North America","2","3"
"642680","webtoon","2023-12-11","true beauty","0","1","North America","2","3"
"642681","webtoon","2023-12-11","mangadex","0","2","North America","2","3"
"642682","webtoon","2023-12-11","return of the blossoming blade","0","2","North America","2","3"
"642683","webtoon","2023-12-11","return of the blossoming blade","1","2","North America","2","3"
"642684","webtoon","2023-12-11","tappytoon","1","2","North America","2","3"
"642685","webtoon","2023-12-11","true beauty","1","2","North America","2","3"
"642686","webtoon","2023-12-11","lookism","0","3","North America","2","3"
"642687","webtoon","2023-12-18","lookism","-1","1","North America","2","3"
"642688","webtoon","2023-12-18","lookism","1","1","North America","2","3"
"642689","webtoon","2023-12-18","mangadex","-1","1","North America","2","3"
"642690","webtoon","2023-12-18","mangadex","1","1","North America","2","3"
"642691","webtoon","2023-12-18","return of the blossoming blade","-1","1","North America","2","3"
"642692","webtoon","2023-12-18","tappytoon","-1","1","North America","2","3"
"642693","webtoon","2023-12-18","tappytoon","0","1","North America","2","3"
"642694","webtoon","2023-12-18","true beauty","-1","1","North America","2","3"
"642695","webtoon","2023-12-18","true beauty","0","1","North America","2","3"
"642696","webtoon","2023-12-18","mangadex","0","2","North America","2","3"
"642697","webtoon","2023-12-18","return of the blossoming blade","0","2","North America","2","3"
"642698","webtoon","2023-12-18","return of the blossoming blade","1","2","North America","2","3"
"642699","webtoon","2023-12-18","tappytoon","1","2","North America","2","3"
"642700","webtoon","2023-12-18","true beauty","1","2","North America","2","3"
"642701","webtoon","2023-12-18","lookism","0","3","North America","2","3"
"642702","webtoon","2023-12-25","lookism","-1","1","North America","2","3"
"642703","webtoon","2023-12-25","lookism","1","1","North America","2","3"
"642704","webtoon","2023-12-25","mangadex","-1","1","North America","2","3"
"642705","webtoon","2023-12-25","mangadex","0","1","North America","2","3"
"642706","webtoon","2023-12-25","mangadex","1","1","North America","2","3"
"642707","webtoon","2023-12-25","return of the blossoming blade","-1","1","North America","2","3"
"642708","webtoon","2023-12-25","tappytoon","-1","1","North America","2","3"
"642709","webtoon","2023-12-25","tappytoon","0","1","North America","2","3"
"642710","webtoon","2023-12-25","true beauty","-1","1","North America","2","3"
"642711","webtoon","2023-12-25","true beauty","0","1","North America","2","3"
"642712","webtoon","2023-12-25","return of the blossoming blade","0","2","North America","2","3"
"642713","webtoon","2023-12-25","return of the blossoming blade","1","2","North America","2","3"
"642714","webtoon","2023-12-25","tappytoon","1","2","North America","2","3"
"642715","webtoon","2023-12-25","true beauty","1","2","North America","2","3"
"642716","webtoon","2023-12-25","lookism","0","3","North America","2","3"
"642717","webtoon","2024-01-01","lookism","-1","1","North America","2","3"
"642718","webtoon","2024-01-01","lookism","1","1","North America","2","3"
"642719","webtoon","2024-01-01","mangadex","-1","1","North America","2","3"
"642720","webtoon","2024-01-01","mangadex","0","1","North America","2","3"
"642721","webtoon","2024-01-01","mangadex","1","1","North America","2","3"
"642722","webtoon","2024-01-01","return of the blossoming blade","-1","1","North America","2","3"
"642723","webtoon","2024-01-01","tappytoon","-1","1","North America","2","3"
"642724","webtoon","2024-01-01","tappytoon","0","1","North America","2","3"
"642725","webtoon","2024-01-01","true beauty","-1","1","North America","2","3"
"642726","webtoon","2024-01-01","true beauty","0","1","North America","2","3"
"642727","webtoon","2024-01-01","lookism","0","2","North America","2","3"
"642728","webtoon","2024-01-01","return of the blossoming blade","0","2","North America","2","3"
"642729","webtoon","2024-01-01","return of the blossoming blade","1","2","North America","2","3"
"642730","webtoon","2024-01-01","tappytoon","1","2","North America","2","3"
"642731","webtoon","2024-01-01","true beauty","1","2","North America","2","3"
"642732","webtoon","2024-01-08","lookism","-1","1","North America","2","3"
"642733","webtoon","2024-01-08","lookism","1","1","North America","2","3"
"642734","webtoon","2024-01-08","mangadex","1","1","North America","2","3"
"642735","webtoon","2024-01-08","return of the blossoming blade","-1","1","North America","2","3"
"642736","webtoon","2024-01-08","tappytoon","-1","1","North America","2","3"
"642737","webtoon","2024-01-08","tappytoon","0","1","North America","2","3"
"642738","webtoon","2024-01-08","true beauty","-1","1","North America","2","3"
"642739","webtoon","2024-01-08","true beauty","0","1","North America","2","3"
"642740","webtoon","2024-01-08","lookism","0","2","North America","2","3"
"642741","webtoon","2024-01-08","mangadex","-1","2","North America","2","3"
"642742","webtoon","2024-01-08","return of the blossoming blade","0","2","North America","2","3"
"642743","webtoon","2024-01-08","return of the blossoming blade","1","2","North America","2","3"
"642744","webtoon","2024-01-08","tappytoon","1","2","North America","2","3"
"642745","webtoon","2024-01-08","true beauty","1","2","North America","2","3"
"642746","webtoon","2024-01-08","mangadex","0","8","North America","2","3"
"642747","webtoon","2024-01-15","lookism","-1","1","North America","2","3"
"642748","webtoon","2024-01-15","mangadex","0","1","North America","2","3"
"642749","webtoon","2024-01-15","mangadex","1","1","North America","2","3"
"642750","webtoon","2024-01-15","return of the blossoming blade","-1","1","North America","2","3"
"642751","webtoon","2024-01-15","tappytoon","-1","1","North America","2","3"
"642752","webtoon","2024-01-15","tappytoon","0","1","North America","2","3"
"642753","webtoon","2024-01-15","true beauty","-1","1","North America","2","3"
"642754","webtoon","2024-01-15","true beauty","0","1","North America","2","3"
"642755","webtoon","2024-01-15","true beauty","1","1","North America","2","3"
"642756","webtoon","2024-01-15","lookism","1","2","North America","2","3"
"642757","webtoon","2024-01-15","mangadex","-1","2","North America","2","3"
"642758","webtoon","2024-01-15","return of the blossoming blade","0","2","North America","2","3"
"642759","webtoon","2024-01-15","return of the blossoming blade","1","2","North America","2","3"
"642760","webtoon","2024-01-15","tappytoon","1","2","North America","2","3"
"642761","webtoon","2024-01-15","lookism","0","11","North America","2","3"
"642762","webtoon","2024-01-22","lookism","-1","1","North America","2","3"
"642763","webtoon","2024-01-22","mangadex","0","1","North America","2","3"
"642764","webtoon","2024-01-22","mangadex","1","1","North America","2","3"
"642765","webtoon","2024-01-22","return of the blossoming blade","-1","1","North America","2","3"
"642766","webtoon","2024-01-22","tappytoon","-1","1","North America","2","3"
"642767","webtoon","2024-01-22","tappytoon","0","1","North America","2","3"
"642768","webtoon","2024-01-22","true beauty","-1","1","North America","2","3"
"642769","webtoon","2024-01-22","true beauty","1","1","North America","2","3"
"642770","webtoon","2024-01-22","lookism","1","2","North America","2","3"
"642771","webtoon","2024-01-22","mangadex","-1","2","North America","2","3"
"642772","webtoon","2024-01-22","return of the blossoming blade","0","2","North America","2","3"
"642773","webtoon","2024-01-22","return of the blossoming blade","1","2","North America","2","3"
"642774","webtoon","2024-01-22","tappytoon","1","2","North America","2","3"
"642775","webtoon","2024-01-22","true beauty","0","2","North America","2","3"
"642776","webtoon","2024-01-22","lookism","0","11","North America","2","3"
"642777","webtoon","2024-01-29","lookism","-1","1","North America","2","3"
"642778","webtoon","2024-01-29","lookism","0","1","North America","2","3"
"642779","webtoon","2024-01-29","lookism","1","1","North America","2","3"
"642780","webtoon","2024-01-29","mangadex","0","1","North America","2","3"
"642781","webtoon","2024-01-29","mangadex","1","1","North America","2","3"
"642782","webtoon","2024-01-29","return of the blossoming blade","-1","1","North America","2","3"
"642783","webtoon","2024-01-29","return of the blossoming blade","0","1","North America","2","3"
"642784","webtoon","2024-01-29","tappytoon","-1","1","North America","2","3"
"642785","webtoon","2024-01-29","tappytoon","0","1","North America","2","3"
"642786","webtoon","2024-01-29","true beauty","-1","1","North America","2","3"
"642787","webtoon","2024-01-29","true beauty","1","1","North America","2","3"
"642788","webtoon","2024-01-29","mangadex","-1","2","North America","2","3"
"642789","webtoon","2024-01-29","return of the blossoming blade","1","2","North America","2","3"
"642790","webtoon","2024-01-29","tappytoon","1","2","North America","2","3"
"642791","webtoon","2024-01-29","true beauty","0","2","North America","2","3"
"642792","webtoon","2024-02-05","lookism","-1","1","North America","2","3"
"642793","webtoon","2024-02-05","lookism","0","1","North America","2","3"
"642794","webtoon","2024-02-05","lookism","1","1","North America","2","3"
"642795","webtoon","2024-02-05","mangadex","0","1","North America","2","3"
"642796","webtoon","2024-02-05","mangadex","1","1","North America","2","3"
"642797","webtoon","2024-02-05","return of the blossoming blade","-1","1","North America","2","3"
"642798","webtoon","2024-02-05","return of the blossoming blade","0","1","North America","2","3"
"642799","webtoon","2024-02-05","tappytoon","-1","1","North America","2","3"
"642800","webtoon","2024-02-05","tappytoon","0","1","North America","2","3"
"642801","webtoon","2024-02-05","true beauty","0","1","North America","2","3"
"642802","webtoon","2024-02-05","true beauty","1","1","North America","2","3"
"642803","webtoon","2024-02-05","mangadex","-1","2","North America","2","3"
"642804","webtoon","2024-02-05","return of the blossoming blade","1","2","North America","2","3"
"642805","webtoon","2024-02-05","tappytoon","1","2","North America","2","3"
"642806","webtoon","2024-02-05","true beauty","-1","3","North America","2","3"
"642807","webtoon","2024-02-12","lookism","-1","1","North America","2","3"
"642808","webtoon","2024-02-12","lookism","0","1","North America","2","3"
"642809","webtoon","2024-02-12","lookism","1","1","North America","2","3"
"642810","webtoon","2024-02-12","mangadex","-1","1","North America","2","3"
"642811","webtoon","2024-02-12","mangadex","0","1","North America","2","3"
"642812","webtoon","2024-02-12","mangadex","1","1","North America","2","3"
"642813","webtoon","2024-02-12","return of the blossoming blade","-1","1","North America","2","3"
"642814","webtoon","2024-02-12","return of the blossoming blade","0","1","North America","2","3"
"642815","webtoon","2024-02-12","tappytoon","-1","1","North America","2","3"
"642816","webtoon","2024-02-12","tappytoon","0","1","North America","2","3"
"642817","webtoon","2024-02-12","true beauty","-1","1","North America","2","3"
"642818","webtoon","2024-02-12","true beauty","0","1","North America","2","3"
"642819","webtoon","2024-02-12","true beauty","1","1","North America","2","3"
"642820","webtoon","2024-02-12","return of the blossoming blade","1","2","North America","2","3"
"642821","webtoon","2024-02-12","tappytoon","1","2","North America","2","3"
"642822","webtoon","2024-02-19","mangadex","-1","1","North America","2","3"
"642823","webtoon","2024-02-19","mangadex","0","1","North America","2","3"
"642824","webtoon","2024-02-19","mangadex","1","1","North America","2","3"
"642825","webtoon","2024-02-19","return of the blossoming blade","-1","1","North America","2","3"
"642826","webtoon","2024-02-19","return of the blossoming blade","0","1","North America","2","3"
"642827","webtoon","2024-02-19","tappytoon","-1","1","North America","2","3"
"642828","webtoon","2024-02-19","tappytoon","0","1","North America","2","3"
"642829","webtoon","2024-02-19","true beauty","-1","1","North America","2","3"
"642830","webtoon","2024-02-19","true beauty","0","1","North America","2","3"
"642831","webtoon","2024-02-19","true beauty","1","1","North America","2","3"
"642832","webtoon","2024-02-19","lookism","1","2","North America","2","3"
"642833","webtoon","2024-02-19","return of the blossoming blade","1","2","North America","2","3"
"642834","webtoon","2024-02-19","tappytoon","1","2","North America","2","3"
"642835","webtoon","2024-02-19","lookism","-1","4","North America","2","3"
"642836","webtoon","2024-02-19","lookism","0","4","North America","2","3"
"642837","webtoon","2024-02-26","mangadex","-1","1","North America","2","3"
"642838","webtoon","2024-02-26","mangadex","0","1","North America","2","3"
"642839","webtoon","2024-02-26","mangadex","1","1","North America","2","3"
"642840","webtoon","2024-02-26","return of the blossoming blade","-1","1","North America","2","3"
"642841","webtoon","2024-02-26","return of the blossoming blade","0","1","North America","2","3"
"642842","webtoon","2024-02-26","tappytoon","-1","1","North America","2","3"
"642843","webtoon","2024-02-26","tappytoon","0","1","North America","2","3"
"642844","webtoon","2024-02-26","true beauty","-1","1","North America","2","3"
"642845","webtoon","2024-02-26","true beauty","0","1","North America","2","3"
"642846","webtoon","2024-02-26","true beauty","1","1","North America","2","3"
"642847","webtoon","2024-02-26","lookism","1","2","North America","2","3"
"642848","webtoon","2024-02-26","return of the blossoming blade","1","2","North America","2","3"
"642849","webtoon","2024-02-26","tappytoon","1","2","North America","2","3"
"642850","webtoon","2024-02-26","lookism","-1","4","North America","2","3"
"642851","webtoon","2024-02-26","lookism","0","4","North America","2","3"
"642852","webtoon","2024-03-04","lookism","0","1","North America","2","3"
"642853","webtoon","2024-03-04","lookism","1","1","North America","2","3"
"642854","webtoon","2024-03-04","mangadex","-1","1","North America","2","3"
"642855","webtoon","2024-03-04","mangadex","0","1","North America","2","3"
"642856","webtoon","2024-03-04","mangadex","1","1","North America","2","3"
"642857","webtoon","2024-03-04","return of the blossoming blade","-1","1","North America","2","3"
"642858","webtoon","2024-03-04","return of the blossoming blade","0","1","North America","2","3"
"642859","webtoon","2024-03-04","tappytoon","-1","1","North America","2","3"
"642860","webtoon","2024-03-04","tappytoon","0","1","North America","2","3"
"642861","webtoon","2024-03-04","true beauty","-1","1","North America","2","3"
"642862","webtoon","2024-03-04","true beauty","0","1","North America","2","3"
"642863","webtoon","2024-03-04","true beauty","1","1","North America","2","3"
"642864","webtoon","2024-03-04","return of the blossoming blade","1","2","North America","2","3"
"642865","webtoon","2024-03-04","tappytoon","1","2","North America","2","3"
"642866","webtoon","2024-03-04","lookism","-1","4","North America","2","3"
"642867","webtoon","2024-03-11","lookism","0","1","North America","2","3"
"642868","webtoon","2024-03-11","lookism","1","1","North America","2","3"
"642869","webtoon","2024-03-11","mangadex","-1","1","North America","2","3"
"642870","webtoon","2024-03-11","mangadex","0","1","North America","2","3"
"642871","webtoon","2024-03-11","mangadex","1","1","North America","2","3"
"642872","webtoon","2024-03-11","return of the blossoming blade","-1","1","North America","2","3"
"642873","webtoon","2024-03-11","return of the blossoming blade","0","1","North America","2","3"
"642874","webtoon","2024-03-11","tappytoon","-1","1","North America","2","3"
"642875","webtoon","2024-03-11","tappytoon","0","1","North America","2","3"
"642876","webtoon","2024-03-11","true beauty","-1","1","North America","2","3"
"642877","webtoon","2024-03-11","true beauty","0","1","North America","2","3"
"642878","webtoon","2024-03-11","true beauty","1","1","North America","2","3"
"642879","webtoon","2024-03-11","return of the blossoming blade","1","2","North America","2","3"
"642880","webtoon","2024-03-11","tappytoon","1","2","North America","2","3"
"642881","webtoon","2024-03-11","lookism","-1","4","North America","2","3"
"642882","webtoon","2024-03-18","lookism","-1","1","North America","2","3"
"642883","webtoon","2024-03-18","lookism","0","1","North America","2","3"
"642884","webtoon","2024-03-18","lookism","1","1","North America","2","3"
"642885","webtoon","2024-03-18","mangadex","-1","1","North America","2","3"
"642886","webtoon","2024-03-18","mangadex","1","1","North America","2","3"
"642887","webtoon","2024-03-18","return of the blossoming blade","-1","1","North America","2","3"
"642888","webtoon","2024-03-18","return of the blossoming blade","0","1","North America","2","3"
"642889","webtoon","2024-03-18","tappytoon","-1","1","North America","2","3"
"642890","webtoon","2024-03-18","tappytoon","0","1","North America","2","3"
"642891","webtoon","2024-03-18","true beauty","-1","1","North America","2","3"
"642892","webtoon","2024-03-18","true beauty","0","1","North America","2","3"
"642893","webtoon","2024-03-18","true beauty","1","1","North America","2","3"
"642894","webtoon","2024-03-18","mangadex","0","2","North America","2","3"
"642895","webtoon","2024-03-18","return of the blossoming blade","1","2","North America","2","3"
"642896","webtoon","2024-03-18","tappytoon","1","2","North America","2","3"
"642897","webtoon","2024-03-25","lookism","1","1","North America","2","3"
"642898","webtoon","2024-03-25","mangadex","-1","1","North America","2","3"
"642899","webtoon","2024-03-25","mangadex","1","1","North America","2","3"
"642900","webtoon","2024-03-25","return of the blossoming blade","-1","1","North America","2","3"
"642901","webtoon","2024-03-25","return of the blossoming blade","0","1","North America","2","3"
"642902","webtoon","2024-03-25","tappytoon","-1","1","North America","2","3"
"642903","webtoon","2024-03-25","tappytoon","0","1","North America","2","3"
"642904","webtoon","2024-03-25","true beauty","-1","1","North America","2","3"
"642905","webtoon","2024-03-25","true beauty","0","1","North America","2","3"
