"kf_id","kf_genre","kf_start_of_week","kf_keyword","kf_sentiment","kf_frequency","kf_post_continent","kf_genre_code","kf_post_continent_code"
"647006","k_contents","2025-08-11","chen","-1","0","Middle East","5","6"
"647007","k_contents","2025-08-11","chen","-1","0","North America","5","3"
"647008","k_contents","2025-08-11","chen","-1","0","South America","5","4"
"647009","k_contents","2025-08-11","chen","-1","0","Southeast Asia","5","2"
"647010","k_contents","2025-08-11","chen","0","0","East Asia","5","1"
"647011","k_contents","2025-08-11","chen","0","0","Europe","5","5"
"647012","k_contents","2025-08-11","chen","0","0","Middle East","5","6"
"647013","k_contents","2025-08-11","chen","0","0","South America","5","4"
"647014","k_contents","2025-08-11","chen","0","0","Southeast Asia","5","2"
"647015","k_contents","2025-08-11","chen","1","0","East Asia","5","1"
"647016","k_contents","2025-08-11","chen","1","0","Europe","5","5"
"647017","k_contents","2025-08-11","chen","1","0","Middle East","5","6"
"647018","k_contents","2025-08-11","chen","1","0","South America","5","4"
"647019","k_contents","2025-08-11","chen","1","0","Southeast Asia","5","2"
"647020","k_contents","2025-08-11","dex","-1","0","East Asia","5","1"
"647021","k_contents","2025-08-11","dex","-1","0","Europe","5","5"
"647022","k_contents","2025-08-11","dex","-1","0","Middle East","5","6"
"647023","k_contents","2025-08-11","dex","-1","0","North America","5","3"
"647024","k_contents","2025-08-11","dex","-1","0","South America","5","4"
"647025","k_contents","2025-08-11","dex","-1","0","Southeast Asia","5","2"
"647026","k_contents","2025-08-11","dex","0","0","East Asia","5","1"
"647027","k_contents","2025-08-11","dex","0","0","Europe","5","5"
"647028","k_contents","2025-08-11","dex","0","0","Middle East","5","6"
"647029","k_contents","2025-08-11","dex","0","0","South America","5","4"
"647030","k_contents","2025-08-11","dex","0","0","Southeast Asia","5","2"
"647031","k_contents","2025-08-11","dex","1","0","East Asia","5","1"
"647032","k_contents","2025-08-11","dex","1","0","Europe","5","5"
"647033","k_contents","2025-08-11","dex","1","0","Middle East","5","6"
"647034","k_contents","2025-08-11","dex","1","0","South America","5","4"
"647035","k_contents","2025-08-11","dex","1","0","Southeast Asia","5","2"
"647036","k_contents","2025-08-11","ejae","-1","0","East Asia","5","1"
"647037","k_contents","2025-08-11","ejae","-1","0","Europe","5","5"
"647038","k_contents","2025-08-11","ejae","-1","0","Middle East","5","6"
"647039","k_contents","2025-08-11","ejae","-1","0","South America","5","4"
"647040","k_contents","2025-08-11","ejae","-1","0","Southeast Asia","5","2"
"647041","k_contents","2025-08-11","ejae","0","0","East Asia","5","1"
"647042","k_contents","2025-08-11","ejae","0","0","Europe","5","5"
"647043","k_contents","2025-08-11","ejae","0","0","Middle East","5","6"
"647044","k_contents","2025-08-11","ejae","0","0","South America","5","4"
"647045","k_contents","2025-08-11","ejae","0","0","Southeast Asia","5","2"
"647046","k_contents","2025-08-11","ejae","1","0","East Asia","5","1"
"647047","k_contents","2025-08-11","ejae","1","0","Europe","5","5"
"647048","k_contents","2025-08-11","ejae","1","0","Middle East","5","6"
"647049","k_contents","2025-08-11","ejae","1","0","South America","5","4"
"647050","k_contents","2025-08-11","ejae","1","0","Southeast Asia","5","2"
"647051","k_contents","2025-08-11","enhypen","-1","0","East Asia","5","1"
"647052","k_contents","2025-08-11","enhypen","-1","0","Europe","5","5"
"647053","k_contents","2025-08-11","enhypen","-1","0","Middle East","5","6"
"647054","k_contents","2025-08-11","enhypen","-1","0","North America","5","3"
"647055","k_contents","2025-08-11","enhypen","-1","0","South America","5","4"
"647056","k_contents","2025-08-11","enhypen","-1","0","Southeast Asia","5","2"
"647057","k_contents","2025-08-11","enhypen","0","0","East Asia","5","1"
"647058","k_contents","2025-08-11","enhypen","0","0","Europe","5","5"
"647059","k_contents","2025-08-11","enhypen","0","0","Middle East","5","6"
"647060","k_contents","2025-08-11","enhypen","0","0","South America","5","4"
"647061","k_contents","2025-08-11","enhypen","0","0","Southeast Asia","5","2"
"647062","k_contents","2025-08-11","enhypen","1","0","East Asia","5","1"
"647063","k_contents","2025-08-11","enhypen","1","0","Europe","5","5"
"647064","k_contents","2025-08-11","enhypen","1","0","Middle East","5","6"
"647065","k_contents","2025-08-11","enhypen","1","0","South America","5","4"
"647066","k_contents","2025-08-11","enhypen","1","0","Southeast Asia","5","2"
"647067","k_contents","2025-08-11","exo","-1","0","East Asia","5","1"
"647068","k_contents","2025-08-11","exo","-1","0","Europe","5","5"
"647069","k_contents","2025-08-11","exo","-1","0","Middle East","5","6"
"647070","k_contents","2025-08-11","exo","-1","0","North America","5","3"
"647071","k_contents","2025-08-11","exo","-1","0","South America","5","4"
"647072","k_contents","2025-08-11","exo","-1","0","Southeast Asia","5","2"
"647073","k_contents","2025-08-11","exo","0","0","East Asia","5","1"
"647074","k_contents","2025-08-11","exo","0","0","Europe","5","5"
"647075","k_contents","2025-08-11","exo","0","0","Middle East","5","6"
"647076","k_contents","2025-08-11","exo","0","0","North America","5","3"
"647077","k_contents","2025-08-11","exo","0","0","South America","5","4"
"647078","k_contents","2025-08-11","exo","0","0","Southeast Asia","5","2"
"647079","k_contents","2025-08-11","exo","1","0","East Asia","5","1"
"647080","k_contents","2025-08-11","exo","1","0","Europe","5","5"
"647081","k_contents","2025-08-11","exo","1","0","Middle East","5","6"
"647082","k_contents","2025-08-11","exo","1","0","South America","5","4"
"647083","k_contents","2025-08-11","exo","1","0","Southeast Asia","5","2"
"647084","k_contents","2025-08-11","felix","-1","0","East Asia","5","1"
"647085","k_contents","2025-08-11","felix","-1","0","Europe","5","5"
"647086","k_contents","2025-08-11","felix","-1","0","Middle East","5","6"
"647087","k_contents","2025-08-11","felix","-1","0","North America","5","3"
"647088","k_contents","2025-08-11","felix","-1","0","South America","5","4"
"647089","k_contents","2025-08-11","felix","-1","0","Southeast Asia","5","2"
"647090","k_contents","2025-08-11","felix","0","0","East Asia","5","1"
"647091","k_contents","2025-08-11","felix","0","0","Europe","5","5"
"647092","k_contents","2025-08-11","felix","0","0","Middle East","5","6"
"647093","k_contents","2025-08-11","felix","0","0","South America","5","4"
"647094","k_contents","2025-08-11","felix","0","0","Southeast Asia","5","2"
"647095","k_contents","2025-08-11","felix","1","0","East Asia","5","1"
"647096","k_contents","2025-08-11","felix","1","0","Europe","5","5"
"647097","k_contents","2025-08-11","felix","1","0","Middle East","5","6"
"647098","k_contents","2025-08-11","felix","1","0","South America","5","4"
"647099","k_contents","2025-08-11","felix","1","0","Southeast Asia","5","2"
"647100","k_contents","2025-08-11","gong yoo","-1","0","East Asia","5","1"
"647101","k_contents","2025-08-11","gong yoo","-1","0","Europe","5","5"
"647102","k_contents","2025-08-11","gong yoo","-1","0","Middle East","5","6"
"647103","k_contents","2025-08-11","gong yoo","-1","0","North America","5","3"
"647104","k_contents","2025-08-11","gong yoo","-1","0","South America","5","4"
"647105","k_contents","2025-08-11","gong yoo","-1","0","Southeast Asia","5","2"
"647106","k_contents","2025-08-11","gong yoo","0","0","East Asia","5","1"
"647107","k_contents","2025-08-11","gong yoo","0","0","Europe","5","5"
"647108","k_contents","2025-08-11","gong yoo","0","0","Middle East","5","6"
"647109","k_contents","2025-08-11","gong yoo","0","0","North America","5","3"
"647110","k_contents","2025-08-11","gong yoo","0","0","South America","5","4"
"647111","k_contents","2025-08-11","gong yoo","0","0","Southeast Asia","5","2"
"647112","k_contents","2025-08-11","gong yoo","1","0","East Asia","5","1"
"647113","k_contents","2025-08-11","gong yoo","1","0","Europe","5","5"
"647114","k_contents","2025-08-11","gong yoo","1","0","Middle East","5","6"
"647115","k_contents","2025-08-11","gong yoo","1","0","South America","5","4"
"647116","k_contents","2025-08-11","gong yoo","1","0","Southeast Asia","5","2"
"647117","k_contents","2025-08-11","good boy","-1","0","East Asia","5","1"
"647118","k_contents","2025-08-11","good boy","-1","0","Europe","5","5"
"647119","k_contents","2025-08-11","good boy","-1","0","Middle East","5","6"
"647120","k_contents","2025-08-11","good boy","-1","0","North America","5","3"
"647121","k_contents","2025-08-11","good boy","-1","0","South America","5","4"
"647122","k_contents","2025-08-11","good boy","-1","0","Southeast Asia","5","2"
"647123","k_contents","2025-08-11","good boy","0","0","East Asia","5","1"
"647124","k_contents","2025-08-11","good boy","0","0","Europe","5","5"
"647125","k_contents","2025-08-11","good boy","0","0","Middle East","5","6"
"647126","k_contents","2025-08-11","good boy","0","0","South America","5","4"
"647127","k_contents","2025-08-11","good boy","0","0","Southeast Asia","5","2"
"647128","k_contents","2025-08-11","good boy","1","0","East Asia","5","1"
"647129","k_contents","2025-08-11","good boy","1","0","Europe","5","5"
"647130","k_contents","2025-08-11","good boy","1","0","Middle East","5","6"
"647131","k_contents","2025-08-11","good boy","1","0","South America","5","4"
"647132","k_contents","2025-08-11","good boy","1","0","Southeast Asia","5","2"
"647133","k_contents","2025-08-11","head over heels","-1","0","East Asia","5","1"
"647134","k_contents","2025-08-11","head over heels","-1","0","Europe","5","5"
"647135","k_contents","2025-08-11","head over heels","-1","0","Middle East","5","6"
"647136","k_contents","2025-08-11","head over heels","-1","0","North America","5","3"
"647137","k_contents","2025-08-11","head over heels","-1","0","South America","5","4"
"647138","k_contents","2025-08-11","head over heels","-1","0","Southeast Asia","5","2"
"647139","k_contents","2025-08-11","head over heels","0","0","East Asia","5","1"
"647140","k_contents","2025-08-11","head over heels","0","0","Europe","5","5"
"647141","k_contents","2025-08-11","head over heels","0","0","Middle East","5","6"
"647142","k_contents","2025-08-11","head over heels","0","0","North America","5","3"
"647143","k_contents","2025-08-11","head over heels","0","0","South America","5","4"
"647144","k_contents","2025-08-11","head over heels","0","0","Southeast Asia","5","2"
"647145","k_contents","2025-08-11","head over heels","1","0","East Asia","5","1"
"647146","k_contents","2025-08-11","head over heels","1","0","Europe","5","5"
"647147","k_contents","2025-08-11","head over heels","1","0","Middle East","5","6"
"647148","k_contents","2025-08-11","head over heels","1","0","South America","5","4"
"647149","k_contents","2025-08-11","head over heels","1","0","Southeast Asia","5","2"
"647150","k_contents","2025-08-11","huntr/x","-1","0","East Asia","5","1"
"647151","k_contents","2025-08-11","huntr/x","-1","0","Europe","5","5"
"647152","k_contents","2025-08-11","huntr/x","-1","0","Middle East","5","6"
"647153","k_contents","2025-08-11","huntr/x","-1","0","South America","5","4"
"647154","k_contents","2025-08-11","huntr/x","-1","0","Southeast Asia","5","2"
"647155","k_contents","2025-08-11","huntr/x","0","0","East Asia","5","1"
"647156","k_contents","2025-08-11","huntr/x","0","0","Europe","5","5"
"647157","k_contents","2025-08-11","huntr/x","0","0","Middle East","5","6"
"647158","k_contents","2025-08-11","huntr/x","0","0","South America","5","4"
"647159","k_contents","2025-08-11","huntr/x","0","0","Southeast Asia","5","2"
"647160","k_contents","2025-08-11","huntr/x","1","0","East Asia","5","1"
"647161","k_contents","2025-08-11","huntr/x","1","0","Europe","5","5"
"647162","k_contents","2025-08-11","huntr/x","1","0","Middle East","5","6"
"647163","k_contents","2025-08-11","huntr/x","1","0","South America","5","4"
"647164","k_contents","2025-08-11","huntr/x","1","0","Southeast Asia","5","2"
"647165","k_contents","2025-08-11","hyunjin","-1","0","East Asia","5","1"
"647166","k_contents","2025-08-11","hyunjin","-1","0","Europe","5","5"
"647167","k_contents","2025-08-11","hyunjin","-1","0","Middle East","5","6"
"647168","k_contents","2025-08-11","hyunjin","-1","0","North America","5","3"
"647169","k_contents","2025-08-11","hyunjin","-1","0","South America","5","4"
"647170","k_contents","2025-08-11","hyunjin","-1","0","Southeast Asia","5","2"
"647171","k_contents","2025-08-11","hyunjin","0","0","East Asia","5","1"
"647172","k_contents","2025-08-11","hyunjin","0","0","Europe","5","5"
"647173","k_contents","2025-08-11","hyunjin","0","0","Middle East","5","6"
"647174","k_contents","2025-08-11","hyunjin","0","0","South America","5","4"
"647175","k_contents","2025-08-11","hyunjin","0","0","Southeast Asia","5","2"
"647176","k_contents","2025-08-11","hyunjin","1","0","East Asia","5","1"
"647177","k_contents","2025-08-11","hyunjin","1","0","Europe","5","5"
"647178","k_contents","2025-08-11","hyunjin","1","0","Middle East","5","6"
"647179","k_contents","2025-08-11","hyunjin","1","0","North America","5","3"
"647180","k_contents","2025-08-11","hyunjin","1","0","South America","5","4"
"647181","k_contents","2025-08-11","hyunjin","1","0","Southeast Asia","5","2"
"647182","k_contents","2025-08-11","illit","-1","0","East Asia","5","1"
"647183","k_contents","2025-08-11","illit","-1","0","Europe","5","5"
"647184","k_contents","2025-08-11","illit","-1","0","Middle East","5","6"
"647185","k_contents","2025-08-11","illit","-1","0","South America","5","4"
"647186","k_contents","2025-08-11","illit","-1","0","Southeast Asia","5","2"
"647187","k_contents","2025-08-11","illit","0","0","East Asia","5","1"
"647188","k_contents","2025-08-11","illit","0","0","Europe","5","5"
"647189","k_contents","2025-08-11","illit","0","0","Middle East","5","6"
"647190","k_contents","2025-08-11","illit","0","0","North America","5","3"
"647191","k_contents","2025-08-11","illit","0","0","South America","5","4"
"647192","k_contents","2025-08-11","illit","0","0","Southeast Asia","5","2"
"647193","k_contents","2025-08-11","illit","1","0","East Asia","5","1"
"647194","k_contents","2025-08-11","illit","1","0","Europe","5","5"
"647195","k_contents","2025-08-11","illit","1","0","Middle East","5","6"
"647196","k_contents","2025-08-11","illit","1","0","North America","5","3"
"647197","k_contents","2025-08-11","illit","1","0","South America","5","4"
"647198","k_contents","2025-08-11","illit","1","0","Southeast Asia","5","2"
"647199","k_contents","2025-08-11","itzy","-1","0","East Asia","5","1"
"647200","k_contents","2025-08-11","itzy","-1","0","Europe","5","5"
"647201","k_contents","2025-08-11","itzy","-1","0","Middle East","5","6"
"647202","k_contents","2025-08-11","itzy","-1","0","South America","5","4"
"647203","k_contents","2025-08-11","itzy","-1","0","Southeast Asia","5","2"
"647204","k_contents","2025-08-11","itzy","0","0","East Asia","5","1"
"647205","k_contents","2025-08-11","itzy","0","0","Europe","5","5"
"647206","k_contents","2025-08-11","itzy","0","0","Middle East","5","6"
"647207","k_contents","2025-08-11","itzy","0","0","South America","5","4"
"647208","k_contents","2025-08-11","itzy","0","0","Southeast Asia","5","2"
"647209","k_contents","2025-08-11","itzy","1","0","East Asia","5","1"
"647210","k_contents","2025-08-11","itzy","1","0","Europe","5","5"
"647211","k_contents","2025-08-11","itzy","1","0","Middle East","5","6"
"647212","k_contents","2025-08-11","itzy","1","0","South America","5","4"
"647213","k_contents","2025-08-11","itzy","1","0","Southeast Asia","5","2"
"647214","k_contents","2025-08-11","ive","-1","0","East Asia","5","1"
"647215","k_contents","2025-08-11","ive","-1","0","Europe","5","5"
"647216","k_contents","2025-08-11","ive","-1","0","Middle East","5","6"
"647217","k_contents","2025-08-11","ive","-1","0","South America","5","4"
"647218","k_contents","2025-08-11","ive","-1","0","Southeast Asia","5","2"
"647219","k_contents","2025-08-11","ive","0","0","East Asia","5","1"
"647220","k_contents","2025-08-11","ive","0","0","Europe","5","5"
"647221","k_contents","2025-08-11","ive","0","0","Middle East","5","6"
"647222","k_contents","2025-08-11","ive","0","0","South America","5","4"
"647223","k_contents","2025-08-11","ive","0","0","Southeast Asia","5","2"
"647224","k_contents","2025-08-11","ive","1","0","East Asia","5","1"
"647225","k_contents","2025-08-11","ive","1","0","Europe","5","5"
"647226","k_contents","2025-08-11","ive","1","0","Middle East","5","6"
"647227","k_contents","2025-08-11","ive","1","0","South America","5","4"
"647228","k_contents","2025-08-11","ive","1","0","Southeast Asia","5","2"
"647229","k_contents","2025-08-11","j-hope","-1","0","East Asia","5","1"
"647230","k_contents","2025-08-11","j-hope","-1","0","Europe","5","5"
"647231","k_contents","2025-08-11","j-hope","-1","0","Middle East","5","6"
"647232","k_contents","2025-08-11","j-hope","-1","0","North America","5","3"
"647233","k_contents","2025-08-11","j-hope","-1","0","South America","5","4"
"647234","k_contents","2025-08-11","j-hope","-1","0","Southeast Asia","5","2"
"647235","k_contents","2025-08-11","j-hope","0","0","East Asia","5","1"
"647236","k_contents","2025-08-11","j-hope","0","0","Europe","5","5"
"647237","k_contents","2025-08-11","j-hope","0","0","Middle East","5","6"
"647238","k_contents","2025-08-11","j-hope","0","0","North America","5","3"
"647239","k_contents","2025-08-11","j-hope","0","0","South America","5","4"
"647240","k_contents","2025-08-11","j-hope","0","0","Southeast Asia","5","2"
"647241","k_contents","2025-08-11","j-hope","1","0","East Asia","5","1"
"647242","k_contents","2025-08-11","j-hope","1","0","Europe","5","5"
"647243","k_contents","2025-08-11","j-hope","1","0","Middle East","5","6"
"647244","k_contents","2025-08-11","j-hope","1","0","South America","5","4"
"647245","k_contents","2025-08-11","j-hope","1","0","Southeast Asia","5","2"
"647246","k_contents","2025-08-11","jennie","-1","0","East Asia","5","1"
"647247","k_contents","2025-08-11","jennie","-1","0","Europe","5","5"
"647248","k_contents","2025-08-11","jennie","-1","0","Middle East","5","6"
"647249","k_contents","2025-08-11","jennie","-1","0","South America","5","4"
"647250","k_contents","2025-08-11","jennie","-1","0","Southeast Asia","5","2"
"647251","k_contents","2025-08-11","jennie","0","0","East Asia","5","1"
"647252","k_contents","2025-08-11","jennie","0","0","Europe","5","5"
"647253","k_contents","2025-08-11","jennie","0","0","Middle East","5","6"
"647254","k_contents","2025-08-11","jennie","0","0","South America","5","4"
"647255","k_contents","2025-08-11","jennie","0","0","Southeast Asia","5","2"
"647256","k_contents","2025-08-11","jennie","1","0","East Asia","5","1"
"647257","k_contents","2025-08-11","jennie","1","0","Europe","5","5"
"647258","k_contents","2025-08-11","jennie","1","0","Middle East","5","6"
"647259","k_contents","2025-08-11","jennie","1","0","South America","5","4"
"647260","k_contents","2025-08-11","jennie","1","0","Southeast Asia","5","2"
"647261","k_contents","2025-08-11","jihyo","-1","0","East Asia","5","1"
"647262","k_contents","2025-08-11","jihyo","-1","0","Europe","5","5"
"647263","k_contents","2025-08-11","jihyo","-1","0","Middle East","5","6"
"647264","k_contents","2025-08-11","jihyo","-1","0","North America","5","3"
"647265","k_contents","2025-08-11","jihyo","-1","0","South America","5","4"
"647266","k_contents","2025-08-11","jihyo","-1","0","Southeast Asia","5","2"
"647267","k_contents","2025-08-11","jihyo","0","0","East Asia","5","1"
"647268","k_contents","2025-08-11","jihyo","0","0","Europe","5","5"
"647269","k_contents","2025-08-11","jihyo","0","0","Middle East","5","6"
"647270","k_contents","2025-08-11","jihyo","0","0","North America","5","3"
"647271","k_contents","2025-08-11","jihyo","0","0","South America","5","4"
"647272","k_contents","2025-08-11","jihyo","0","0","Southeast Asia","5","2"
"647273","k_contents","2025-08-11","jihyo","1","0","East Asia","5","1"
"647274","k_contents","2025-08-11","jihyo","1","0","Europe","5","5"
"647275","k_contents","2025-08-11","jihyo","1","0","Middle East","5","6"
"647276","k_contents","2025-08-11","jihyo","1","0","South America","5","4"
"647277","k_contents","2025-08-11","jihyo","1","0","Southeast Asia","5","2"
"647278","k_contents","2025-08-11","jungkook","-1","0","East Asia","5","1"
"647279","k_contents","2025-08-11","jungkook","-1","0","Europe","5","5"
"647280","k_contents","2025-08-11","jungkook","-1","0","Middle East","5","6"
"647281","k_contents","2025-08-11","jungkook","-1","0","South America","5","4"
"647282","k_contents","2025-08-11","jungkook","-1","0","Southeast Asia","5","2"
"647283","k_contents","2025-08-11","jungkook","0","0","East Asia","5","1"
"647284","k_contents","2025-08-11","jungkook","0","0","Europe","5","5"
"647285","k_contents","2025-08-11","jungkook","0","0","Middle East","5","6"
"647286","k_contents","2025-08-11","jungkook","0","0","South America","5","4"
"647287","k_contents","2025-08-11","jungkook","0","0","Southeast Asia","5","2"
"647288","k_contents","2025-08-11","jungkook","1","0","East Asia","5","1"
"647289","k_contents","2025-08-11","jungkook","1","0","Europe","5","5"
"647290","k_contents","2025-08-11","jungkook","1","0","Middle East","5","6"
"647291","k_contents","2025-08-11","jungkook","1","0","South America","5","4"
"647292","k_contents","2025-08-11","jungkook","1","0","Southeast Asia","5","2"
"647293","k_contents","2025-08-11","jyp","-1","0","East Asia","5","1"
"647294","k_contents","2025-08-11","jyp","-1","0","Europe","5","5"
"647295","k_contents","2025-08-11","jyp","-1","0","Middle East","5","6"
"647296","k_contents","2025-08-11","jyp","-1","0","South America","5","4"
"647297","k_contents","2025-08-11","jyp","-1","0","Southeast Asia","5","2"
"647298","k_contents","2025-08-11","jyp","0","0","East Asia","5","1"
"647299","k_contents","2025-08-11","jyp","0","0","Europe","5","5"
"647300","k_contents","2025-08-11","jyp","0","0","Middle East","5","6"
"647301","k_contents","2025-08-11","jyp","0","0","South America","5","4"
"647302","k_contents","2025-08-11","jyp","0","0","Southeast Asia","5","2"
"647303","k_contents","2025-08-11","jyp","1","0","East Asia","5","1"
"647304","k_contents","2025-08-11","jyp","1","0","Europe","5","5"
"647305","k_contents","2025-08-11","jyp","1","0","Middle East","5","6"
"647306","k_contents","2025-08-11","jyp","1","0","North America","5","3"
"647307","k_contents","2025-08-11","jyp","1","0","South America","5","4"
"647308","k_contents","2025-08-11","jyp","1","0","Southeast Asia","5","2"
"647309","k_contents","2025-08-11","kai","-1","0","East Asia","5","1"
"647310","k_contents","2025-08-11","kai","-1","0","Europe","5","5"
"647311","k_contents","2025-08-11","kai","-1","0","Middle East","5","6"
"647312","k_contents","2025-08-11","kai","-1","0","South America","5","4"
"647313","k_contents","2025-08-11","kai","-1","0","Southeast Asia","5","2"
"647314","k_contents","2025-08-11","kai","0","0","East Asia","5","1"
"647315","k_contents","2025-08-11","kai","0","0","Europe","5","5"
"647316","k_contents","2025-08-11","kai","0","0","Middle East","5","6"
"647317","k_contents","2025-08-11","kai","0","0","North America","5","3"
"647318","k_contents","2025-08-11","kai","0","0","South America","5","4"
"647319","k_contents","2025-08-11","kai","0","0","Southeast Asia","5","2"
"647320","k_contents","2025-08-11","kai","1","0","East Asia","5","1"
"647321","k_contents","2025-08-11","kai","1","0","Europe","5","5"
"647322","k_contents","2025-08-11","kai","1","0","Middle East","5","6"
"647323","k_contents","2025-08-11","kai","1","0","North America","5","3"
"647324","k_contents","2025-08-11","kai","1","0","South America","5","4"
"647325","k_contents","2025-08-11","kai","1","0","Southeast Asia","5","2"
"647326","k_contents","2025-08-11","ken","-1","0","East Asia","5","1"
"647327","k_contents","2025-08-11","ken","-1","0","Europe","5","5"
"647328","k_contents","2025-08-11","ken","-1","0","Middle East","5","6"
"647329","k_contents","2025-08-11","ken","-1","0","South America","5","4"
"647330","k_contents","2025-08-11","ken","-1","0","Southeast Asia","5","2"
"647331","k_contents","2025-08-11","ken","0","0","East Asia","5","1"
"647332","k_contents","2025-08-11","ken","0","0","Europe","5","5"
"647333","k_contents","2025-08-11","ken","0","0","Middle East","5","6"
"647334","k_contents","2025-08-11","ken","0","0","South America","5","4"
"647335","k_contents","2025-08-11","ken","0","0","Southeast Asia","5","2"
"647336","k_contents","2025-08-11","ken","1","0","East Asia","5","1"
"647337","k_contents","2025-08-11","ken","1","0","Europe","5","5"
"647338","k_contents","2025-08-11","ken","1","0","Middle East","5","6"
"647339","k_contents","2025-08-11","ken","1","0","South America","5","4"
"647340","k_contents","2025-08-11","ken","1","0","Southeast Asia","5","2"
"647341","k_contents","2025-08-11","kingdom","-1","0","East Asia","5","1"
"647342","k_contents","2025-08-11","kingdom","-1","0","Europe","5","5"
"647343","k_contents","2025-08-11","kingdom","-1","0","Middle East","5","6"
"647344","k_contents","2025-08-11","kingdom","-1","0","North America","5","3"
"647345","k_contents","2025-08-11","kingdom","-1","0","South America","5","4"
"647346","k_contents","2025-08-11","kingdom","-1","0","Southeast Asia","5","2"
"647347","k_contents","2025-08-11","kingdom","0","0","East Asia","5","1"
"647348","k_contents","2025-08-11","kingdom","0","0","Europe","5","5"
"647349","k_contents","2025-08-11","kingdom","0","0","Middle East","5","6"
"647350","k_contents","2025-08-11","kingdom","0","0","South America","5","4"
"647351","k_contents","2025-08-11","kingdom","0","0","Southeast Asia","5","2"
"647352","k_contents","2025-08-11","kingdom","1","0","East Asia","5","1"
"647353","k_contents","2025-08-11","kingdom","1","0","Europe","5","5"
"647354","k_contents","2025-08-11","kingdom","1","0","Middle East","5","6"
"647355","k_contents","2025-08-11","kingdom","1","0","South America","5","4"
"647356","k_contents","2025-08-11","kingdom","1","0","Southeast Asia","5","2"
"647357","k_contents","2025-08-11","kpop demon hunters","-1","0","East Asia","5","1"
"647358","k_contents","2025-08-11","kpop demon hunters","-1","0","Europe","5","5"
"647359","k_contents","2025-08-11","kpop demon hunters","-1","0","Middle East","5","6"
"647360","k_contents","2025-08-11","kpop demon hunters","-1","0","South America","5","4"
"647361","k_contents","2025-08-11","kpop demon hunters","-1","0","Southeast Asia","5","2"
"647362","k_contents","2025-08-11","kpop demon hunters","0","0","East Asia","5","1"
"647363","k_contents","2025-08-11","kpop demon hunters","0","0","Europe","5","5"
"647364","k_contents","2025-08-11","kpop demon hunters","0","0","Middle East","5","6"
"647365","k_contents","2025-08-11","kpop demon hunters","0","0","South America","5","4"
"647366","k_contents","2025-08-11","kpop demon hunters","0","0","Southeast Asia","5","2"
"647367","k_contents","2025-08-11","kpop demon hunters","1","0","East Asia","5","1"
"647368","k_contents","2025-08-11","kpop demon hunters","1","0","Europe","5","5"
"647369","k_contents","2025-08-11","kpop demon hunters","1","0","Middle East","5","6"
"647370","k_contents","2025-08-11","kpop demon hunters","1","0","South America","5","4"
"647371","k_contents","2025-08-11","kpop demon hunters","1","0","Southeast Asia","5","2"
"647372","k_contents","2025-08-11","lee byung hun","-1","0","East Asia","5","1"
"647373","k_contents","2025-08-11","lee byung hun","-1","0","Europe","5","5"
"647374","k_contents","2025-08-11","lee byung hun","-1","0","Middle East","5","6"
"647375","k_contents","2025-08-11","lee byung hun","-1","0","North America","5","3"
"647376","k_contents","2025-08-11","lee byung hun","-1","0","South America","5","4"
"647377","k_contents","2025-08-11","lee byung hun","-1","0","Southeast Asia","5","2"
"647378","k_contents","2025-08-11","lee byung hun","0","0","East Asia","5","1"
"647379","k_contents","2025-08-11","lee byung hun","0","0","Europe","5","5"
"647380","k_contents","2025-08-11","lee byung hun","0","0","Middle East","5","6"
"647381","k_contents","2025-08-11","lee byung hun","0","0","South America","5","4"
"647382","k_contents","2025-08-11","lee byung hun","0","0","Southeast Asia","5","2"
"647383","k_contents","2025-08-11","lee byung hun","1","0","East Asia","5","1"
"647384","k_contents","2025-08-11","lee byung hun","1","0","Europe","5","5"
"647385","k_contents","2025-08-11","lee byung hun","1","0","Middle East","5","6"
"647386","k_contents","2025-08-11","lee byung hun","1","0","South America","5","4"
"647387","k_contents","2025-08-11","lee byung hun","1","0","Southeast Asia","5","2"
"647388","k_contents","2025-08-11","lisa","-1","0","East Asia","5","1"
"647389","k_contents","2025-08-11","lisa","-1","0","Europe","5","5"
"647390","k_contents","2025-08-11","lisa","-1","0","Middle East","5","6"
"647391","k_contents","2025-08-11","lisa","-1","0","South America","5","4"
"647392","k_contents","2025-08-11","lisa","-1","0","Southeast Asia","5","2"
"647393","k_contents","2025-08-11","lisa","0","0","East Asia","5","1"
"647394","k_contents","2025-08-11","lisa","0","0","Europe","5","5"
"647395","k_contents","2025-08-11","lisa","0","0","Middle East","5","6"
"647396","k_contents","2025-08-11","lisa","0","0","North America","5","3"
"647397","k_contents","2025-08-11","lisa","0","0","South America","5","4"
"647398","k_contents","2025-08-11","lisa","0","0","Southeast Asia","5","2"
"647399","k_contents","2025-08-11","lisa","1","0","East Asia","5","1"
"647400","k_contents","2025-08-11","lisa","1","0","Europe","5","5"
"647401","k_contents","2025-08-11","lisa","1","0","Middle East","5","6"
"647402","k_contents","2025-08-11","lisa","1","0","South America","5","4"
"647403","k_contents","2025-08-11","lisa","1","0","Southeast Asia","5","2"
"647404","k_contents","2025-08-11","love triangle","-1","0","East Asia","5","1"
"647405","k_contents","2025-08-11","love triangle","-1","0","Europe","5","5"
"647406","k_contents","2025-08-11","love triangle","-1","0","Middle East","5","6"
